name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Far-dated (>45 days),779087.0,500615.0,278472.0,0.5562598004454521,26376.0,19963.0,6413.0,0.32124430195862347
