strike,volume,distance_pct,currency
80000.0,608.3000000000001,-3.4408491315168273,BTC
78000.0,527.6999999999999,-5.854827903228906,BTC
86000.0,364.7,3.8010871836194102,BTC
82000.0,351.3,-1.026870359804748,BTC
76000.0,334.7,-8.268806674940986,BTC
85000.0,326.0,2.594097797763371,BTC
84000.0,224.0,1.3871084119073316,BTC
83000.0,213.9,0.1801190260512918,BTC
90000.0,212.3,8.629044727043569,BTC
87000.0,203.0,5.008076569475451,BTC
1800.0,29742.0,-0.8264462809917356,ETH
1700.0,11751.0,-6.336088154269973,ETH
2000.0,8204.0,10.192837465564738,ETH
1600.0,6803.0,-11.84573002754821,ETH
1750.0,6050.0,-3.581267217630854,ETH
1900.0,5123.0,4.683195592286501,ETH
1500.0,4575.0,-17.355371900826448,ETH
1400.0,3927.0,-22.865013774104685,ETH
2200.0,3334.0,21.21212121212121,ETH
1850.0,2630.0,1.9283746556473829,ETH
