strike,volume,distance_pct,currency
87000.0,483.4,3.6656779502983783,BTC
86000.0,412.1,2.4741184336282824,BTC
90000.0,305.3,7.240356500308668,BTC
94000.0,231.9,12.006594566989053,BTC
83000.0,173.1,-1.1005601163820065,BTC
85000.0,172.6,1.282558916958186,BTC
84000.0,172.6,0.0909994002880897,BTC
80000.0,163.7,-4.675238666392296,BTC
92000.0,120.5,9.62347553364886,BTC
88000.0,120.2,4.857237466968475,BTC
1950.0,1729.0,2.0338752465818595,ETH
1900.0,1548.0,-0.5823779648689575,ETH
1000.0,1348.0,-47.67493577098366,ETH
2000.0,1275.0,4.650128458032676,ETH
1925.0,1258.0,0.7257486408564509,ETH
2200.0,1162.0,15.115141303835944,ETH
1600.0,1053.0,-16.27989723357386,ETH
1750.0,976.0,-8.431137599221408,ETH
1800.0,836.0,-5.814884387770592,ETH
1850.0,824.0,-3.1986311763197746,ETH
