expiration_date,strike,option_type,implied_volatility,mean_iv,deviation_pct,days_to_expiration,volume,open_interest
2025-03-31,1600.0,call,159.22,92.9242857142857,71.34379756176305,1,3.0,1.0
2025-03-31,1600.0,put,159.22,92.9242857142857,71.34379756176305,1,1869.0,1885.0
2025-04-01,1550.0,call,140.17,91.305,53.51842724932915,2,0.0,0.0
2025-04-01,1550.0,put,140.17,91.305,53.51842724932915,2,610.0,443.0
2025-04-25,5500.0,call,133.29,87.13424242424242,52.97086001050278,26,20.0,3591.0
2025-04-25,5500.0,put,133.29,87.13424242424242,52.97086001050278,26,0.0,0.0
2025-06-27,15000.0,call,125.25,82.34717948717949,52.09992713775945,89,11.0,5248.0
2025-06-27,15000.0,put,125.25,82.34717948717949,52.09992713775945,89,0.0,1.0
2025-04-04,1400.0,call,133.54,89.34125,49.471828522658896,5,0.0,0.0
2025-04-04,1400.0,put,133.54,89.34125,49.471828522658896,5,605.0,3141.0
2025-06-27,14000.0,call,121.7,82.34717948717949,47.78891123884492,89,38.0,1848.0
2025-06-27,14000.0,put,121.7,82.34717948717949,47.78891123884492,89,0.0,0.0
2025-03-31,1650.0,call,136.03,92.9242857142857,46.387996371854214,1,0.0,0.0
2025-03-31,1650.0,put,136.03,92.9242857142857,46.387996371854214,1,391.0,477.0
2025-04-25,5000.0,call,127.25,87.13424242424242,46.03902720636567,26,18.0,2314.0
2025-04-25,5000.0,put,127.25,87.13424242424242,46.03902720636567,26,0.0,0.0
2025-06-27,13000.0,call,117.86,82.34717948717949,43.12572784396271,89,5.0,4457.0
2025-06-27,13000.0,put,117.86,82.34717948717949,43.12572784396271,89,0.0,0.0
2025-04-02,1550.0,call,123.2,86.623,42.22550592798679,3,0.0,0.0
2025-04-02,1550.0,put,123.2,86.623,42.22550592798679,3,140.0,89.0
2025-06-27,12000.0,call,115.44,82.34717948717949,40.186950808646316,89,0.0,1252.0
2025-06-27,12000.0,put,115.44,82.34717948717949,40.186950808646316,89,0.0,102.0
2025-04-01,1600.0,call,125.75,91.305,37.725206724713864,2,0.0,0.0
2025-04-01,1600.0,put,125.75,91.305,37.725206724713864,2,406.0,385.0
2025-06-27,11000.0,call,112.22,82.34717948717949,36.27667723272946,89,0.0,2923.0
2025-06-27,11000.0,put,112.22,82.34717948717949,36.27667723272946,89,0.0,127.0
2025-04-25,1000.0,call,117.13,87.13424242424242,34.424764296122675,26,0.0,0.0
2025-04-25,1000.0,put,117.13,87.13424242424242,34.424764296122675,26,112.0,4908.0
2025-04-25,4500.0,call,115.64,87.13424242424242,32.714759183843825,26,0.0,2131.0
2025-04-25,4500.0,put,115.64,87.13424242424242,32.714759183843825,26,0.0,720.0
2025-06-27,10000.0,call,108.17,82.34717948717949,31.358475995939646,89,12.0,3632.0
2025-06-27,10000.0,put,108.17,82.34717948717949,31.358475995939646,89,0.0,234.0
2025-03-31,1850.0,call,63.93,92.9242857142857,-31.202053899488053,1,994.0,834.0
2025-03-31,1850.0,put,63.93,92.9242857142857,-31.202053899488053,1,335.0,819.0
2025-03-31,1875.0,call,64.42,92.9242857142857,-30.674742878226503,1,626.0,1453.0
2025-03-31,1875.0,put,64.42,92.9242857142857,-30.674742878226503,1,18.0,473.0
2025-04-02,1600.0,call,112.81,86.623,30.231001004352187,3,0.0,0.0
2025-04-02,1600.0,put,112.81,86.623,30.231001004352187,3,0.0,0.0
2025-04-25,4400.0,call,113.14,87.13424242424242,29.845623089416208,26,10.0,1815.0
2025-04-25,4400.0,put,113.14,87.13424242424242,29.845623089416208,26,0.0,0.0
2025-05-30,1000.0,call,88.86,69.34863636363636,28.135179953725252,61,0.0,204.0
2025-05-30,1000.0,put,88.86,69.34863636363636,28.135179953725252,61,1.0,6958.0
2025-04-04,2600.0,call,114.45,89.34125,28.104319113511394,5,355.0,2215.0
2025-04-04,2600.0,put,114.45,89.34125,28.104319113511394,5,3.0,532.0
2025-03-31,1900.0,call,67.51,92.9242857142857,-27.349455009454687,1,877.0,1857.0
2025-03-31,1900.0,put,67.51,92.9242857142857,-27.349455009454687,1,10.0,547.0
2025-03-31,1825.0,call,67.86,92.9242857142857,-26.97280427998216,1,793.0,674.0
2025-03-31,1825.0,put,67.86,92.9242857142857,-26.97280427998216,1,329.0,706.0
2025-09-26,12000.0,call,92.98,73.44648648648648,26.59557243368956,180,0.0,1135.0
2025-09-26,12000.0,put,92.98,73.44648648648648,26.59557243368956,180,0.0,0.0
2025-06-27,9000.0,call,103.46,82.34717948717949,25.638790113154425,89,12.0,2861.0
2025-06-27,9000.0,put,103.46,82.34717948717949,25.638790113154425,89,0.0,69.0
2025-04-25,4200.0,call,109.15,87.13424242424242,25.266481882709733,26,2.0,4759.0
2025-04-25,4200.0,put,109.15,87.13424242424242,25.266481882709733,26,0.0,0.0
2025-04-25,2000.0,call,65.21,87.13424242424242,-25.161454112950064,26,4682.0,10947.0
2025-04-25,2000.0,put,65.21,87.13424242424242,-25.161454112950064,26,7.0,18833.0
2025-04-25,2100.0,call,65.36,87.13424242424242,-24.9893059472844,26,291.0,5187.0
2025-04-25,2100.0,put,65.36,87.13424242424242,-24.9893059472844,26,0.0,4122.0
2025-04-25,1900.0,call,65.39,87.13424242424242,-24.954876314151267,26,1923.0,8444.0
2025-04-25,1900.0,put,65.39,87.13424242424242,-24.954876314151267,26,275.0,9710.0
2025-04-25,2200.0,call,65.64,87.13424242424242,-24.667962704708504,26,288.0,8654.0
2025-04-25,2200.0,put,65.64,87.13424242424242,-24.667962704708504,26,2.0,8480.0
2025-04-18,1400.0,call,86.77,69.69875,24.492906974658787,19,0.0,0.0
2025-04-18,1400.0,put,86.77,69.69875,24.492906974658787,19,2780.0,3227.0
2025-09-26,11000.0,call,91.27,73.44648648648648,24.267346698460372,180,0.0,1147.0
2025-09-26,11000.0,put,91.27,73.44648648648648,24.267346698460372,180,0.0,0.0
2025-09-26,500.0,call,90.9,73.44648648648648,23.763578556919565,180,10.0,275.0
2025-09-26,500.0,put,90.9,73.44648648648648,23.763578556919565,180,201.0,6051.0
2025-04-01,1900.0,call,69.62,91.305,-23.750068451892012,2,203.0,442.0
2025-04-01,1900.0,put,69.62,91.305,-23.750068451892012,2,5.0,5.0
2025-04-01,1875.0,call,69.64,91.305,-23.728163846448723,2,266.0,324.0
2025-04-01,1875.0,put,69.64,91.305,-23.728163846448723,2,4.0,12.0
2025-04-01,2300.0,call,112.89,91.305,23.64054542467553,2,4.0,2.0
2025-04-01,2300.0,put,112.89,91.305,23.64054542467553,2,0.0,0.0
2025-04-01,1850.0,call,69.78,91.305,-23.574831608345658,2,180.0,238.0
2025-04-01,1850.0,put,69.78,91.305,-23.574831608345658,2,45.0,45.0
2025-04-01,1925.0,call,69.79,91.305,-23.563879305624006,2,580.0,618.0
2025-04-01,1925.0,put,69.79,91.305,-23.563879305624006,2,5.0,5.0
2025-04-25,1800.0,call,66.73,87.13424242424242,-23.41701936753806,26,8.0,577.0
2025-04-25,1800.0,put,66.73,87.13424242424242,-23.41701936753806,26,2607.0,20308.0
2025-04-25,2300.0,call,66.81,87.13424242424242,-23.32520701251638,26,538.0,19018.0
2025-04-25,2300.0,put,66.81,87.13424242424242,-23.32520701251638,26,1.0,2547.0
2025-03-31,1700.0,call,114.46,92.9242857142857,23.175549986932538,1,0.0,0.0
2025-03-31,1700.0,put,114.46,92.9242857142857,23.175549986932538,1,274.0,1676.0
2025-04-01,1650.0,call,112.26,91.305,22.95055035321176,2,0.0,0.0
2025-04-01,1650.0,put,112.26,91.305,22.95055035321176,2,555.0,465.0
2025-06-27,2000.0,call,63.56,82.34717948717949,-22.814599849293486,89,163.0,5161.0
2025-06-27,2000.0,put,63.56,82.34717948717949,-22.814599849293486,89,2.0,11857.0
