timestamp,currency,current_price,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio,average_iv,min_iv,max_iv
2025-03-30T23:09:57.397677,ETH,1815.0,1322753.0,778615.0,544138.0,0.6988537338736089,107260.0,58575.0,48685.0,0.8311566367904396,79.60643598615917,61.35,159.81
