name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),229319.0,90674.0,138645.0,1.5290491210269757,58194.0,27528.0,30666.0,1.1139930252833479
