strike,volume,distance_pct
1950.0,1729.0,2.0338752465818595
1900.0,1548.0,-0.5823779648689575
1000.0,1348.0,-47.67493577098366
2000.0,1275.0,4.650128458032676
1925.0,1258.0,0.7257486408564509
2200.0,1162.0,15.115141303835944
1600.0,1053.0,-16.27989723357386
1750.0,976.0,-8.431137599221408
1800.0,836.0,-5.814884387770592
1850.0,824.0,-3.1986311763197746
