expiration_date,strike,option_type,implied_volatility,mean_iv,deviation_pct,days_to_expiration,volume,open_interest
2025-03-30,76000.0,call,92.7,50.17040000000001,84.77030280803021,1,0.0,0.0
2025-03-30,76000.0,put,92.7,50.17040000000001,84.77030280803021,1,64.3,85.5
2025-05-30,30000.0,call,98.18,56.08447368421053,75.05736178039706,62,0.0,15.8
2025-05-30,30000.0,put,98.18,56.08447368421053,75.05736178039706,62,0.0,23.1
2025-06-27,20000.0,call,112.33,66.05777777777777,70.04810603512078,90,0.0,68.4
2025-06-27,20000.0,put,112.33,66.05777777777777,70.04810603512078,90,6.0,271.3
2025-04-25,200000.0,call,105.56,62.267555555555575,69.52648784457034,27,32.0,287.2
2025-04-25,200000.0,put,105.56,62.267555555555575,69.52648784457034,27,0.0,0.0
2025-04-25,40000.0,call,104.85,62.267555555555575,68.38624716278134,27,0.0,24.7
2025-04-25,40000.0,put,104.85,62.267555555555575,68.38624716278134,27,25.2,173.5
2025-05-30,250000.0,call,88.95,56.08447368421053,58.60004410639965,62,0.0,64.1
2025-05-30,250000.0,put,88.95,56.08447368421053,58.60004410639965,62,0.0,0.0
2025-06-27,400000.0,call,103.56,66.05777777777777,56.771849559308365,90,0.0,597.5
2025-06-27,400000.0,put,103.56,66.05777777777777,56.771849559308365,90,0.0,0.1
2025-04-25,180000.0,call,97.56,62.267555555555575,56.67870551455364,27,0.0,195.9
2025-04-25,180000.0,put,97.56,62.267555555555575,56.67870551455364,27,0.0,0.0
2025-04-04,65000.0,call,98.27,63.32484848484848,55.183948088739164,6,0.0,0.0
2025-04-04,65000.0,put,98.27,63.32484848484848,55.183948088739164,6,170.5,463.1
2025-04-25,175000.0,call,94.7,62.267555555555575,52.08562333157267,27,0.0,566.8
2025-04-25,175000.0,put,94.7,62.267555555555575,52.08562333157267,27,0.0,0.1
2025-04-25,170000.0,call,91.48,62.267555555555575,46.914390943740955,27,0.6,110.6
2025-04-25,170000.0,put,91.48,62.267555555555575,46.914390943740955,27,0.0,0.0
2025-03-31,76000.0,call,76.15,52.056,46.28477024742587,2,0.0,0.0
2025-03-31,76000.0,put,76.15,52.056,46.28477024742587,2,26.5,33.3
2025-05-30,40000.0,call,81.2,56.08447368421053,44.7816029391754,62,0.0,8.6
2025-05-30,40000.0,put,81.2,56.08447368421053,44.7816029391754,62,31.1,145.0
2025-03-30,78000.0,call,72.58,50.17040000000001,44.66697494937251,1,0.0,0.0
2025-03-30,78000.0,put,72.58,50.17040000000001,44.66697494937251,1,106.2,68.0
2025-04-01,74000.0,call,80.8,56.53368421052631,42.923641238572266,3,0.0,0.0
2025-04-01,74000.0,put,80.8,56.53368421052631,42.923641238572266,3,9.2,9.0
2025-09-26,20000.0,call,84.92,60.493235294117646,40.37933264293043,181,0.0,30.8
2025-09-26,20000.0,put,84.92,60.493235294117646,40.37933264293043,181,0.0,132.8
2025-05-30,200000.0,call,78.09,56.08447368421053,39.23639622561831,62,0.0,123.2
2025-05-30,200000.0,put,78.09,56.08447368421053,39.23639622561831,62,0.0,0.0
2025-04-11,120000.0,call,74.45,53.53384615384614,39.070896916400876,13,0.2,23.4
2025-04-11,120000.0,put,74.45,53.53384615384614,39.070896916400876,13,0.0,0.0
2025-06-27,300000.0,call,91.75,66.05777777777777,38.89356119222231,90,16.3,3124.5
2025-06-27,300000.0,put,91.75,66.05777777777777,38.89356119222231,90,0.0,2.1
2025-04-25,50000.0,call,85.61,62.267555555555575,37.48733065909119,27,0.0,24.2
2025-04-25,50000.0,put,85.61,62.267555555555575,37.48733065909119,27,14.5,526.4
2025-03-30,83000.0,call,31.78,50.17040000000001,-36.65587677196117,1,28.8,32.2
2025-03-30,83500.0,call,31.78,50.17040000000001,-36.65587677196117,1,6.2,3.5
2025-03-30,83000.0,put,31.78,50.17040000000001,-36.65587677196117,1,119.2,115.4
2025-03-30,83500.0,put,31.78,50.17040000000001,-36.65587677196117,1,17.1,12.6
2025-04-25,160000.0,call,84.69,62.267555555555575,36.00983569113927,27,3.5,245.4
2025-04-25,160000.0,put,84.69,62.267555555555575,36.00983569113927,27,0.0,8.2
2025-09-26,400000.0,call,82.25,60.493235294117646,35.96561599012043,181,0.0,253.0
2025-09-26,400000.0,put,82.25,60.493235294117646,35.96561599012043,181,0.0,0.0
2025-03-30,84000.0,call,32.31,50.17040000000001,-35.59947698244384,1,267.6,254.2
2025-03-30,84000.0,put,32.31,50.17040000000001,-35.59947698244384,1,298.0,293.5
2025-03-30,102000.0,call,67.36,50.17040000000001,34.26243362620188,1,0.0,0.7
2025-03-30,102000.0,put,67.36,50.17040000000001,34.26243362620188,1,0.0,0.0
2025-06-27,280000.0,call,87.96,66.05777777777777,33.1561595909305,90,16.0,819.5
2025-06-27,280000.0,put,87.96,66.05777777777777,33.1561595909305,90,0.0,0.0
2025-03-30,82500.0,call,33.76,50.17040000000001,-32.70932661489645,1,75.2,70.5
2025-03-30,82500.0,put,33.76,50.17040000000001,-32.70932661489645,1,86.1,81.1
2025-03-30,84500.0,call,33.93,50.17040000000001,-32.37048139939089,1,8.0,5.8
2025-03-30,84500.0,put,33.93,50.17040000000001,-32.37048139939089,1,3.9,3.9
2025-04-04,70000.0,call,82.44,63.32484848484848,30.185862220775995,6,0.0,0.2
2025-04-04,70000.0,put,82.44,63.32484848484848,30.185862220775995,6,14.4,299.9
2025-04-01,76000.0,call,73.22,56.53368421052631,29.515705587726004,3,0.0,0.0
2025-04-01,76000.0,put,73.22,56.53368421052631,29.515705587726004,3,25.3,21.5
2025-06-27,30000.0,call,85.27,66.05777777777777,29.08396689766535,90,0.0,36.1
2025-06-27,30000.0,put,85.27,66.05777777777777,29.08396689766535,90,0.0,301.0
2025-03-31,100000.0,call,67.0,52.056,28.70754571999386,2,0.0,0.0
2025-03-31,100000.0,put,67.0,52.056,28.70754571999386,2,0.0,0.0
2025-06-27,260000.0,call,84.64,66.05777777777777,28.130256341250092,90,0.0,315.2
2025-06-27,260000.0,put,84.64,66.05777777777777,28.130256341250092,90,0.0,0.0
