expiration_date,strike,option_type,implied_volatility,mean_iv,deviation_pct,days_to_expiration,volume,open_interest
2025-05-30,30000.0,call,98.95,56.965263157894746,73.70234861503776,61,0.0,15.8
2025-05-30,30000.0,put,98.95,56.965263157894746,73.70234861503776,61,0.0,23.1
2025-06-27,20000.0,call,113.44,66.19111111111111,71.38252870476062,89,0.0,68.4
2025-06-27,20000.0,put,113.44,66.19111111111111,71.38252870476062,89,6.3,271.6
2025-04-25,40000.0,call,106.52,62.59733333333334,70.16699326914882,26,0.0,24.7
2025-04-25,40000.0,put,106.52,62.59733333333334,70.16699326914882,26,1.8,175.3
2025-04-25,200000.0,call,105.56,62.59733333333334,68.63338161370025,26,0.2,287.2
2025-04-25,200000.0,put,105.56,62.59733333333334,68.63338161370025,26,0.0,0.0
2025-04-04,65000.0,call,106.94,67.24969696969697,59.01930390584164,5,0.0,0.0
2025-04-04,65000.0,put,106.94,67.24969696969697,59.01930390584164,5,15.6,472.5
2025-03-31,76000.0,call,89.16,56.42416666666667,58.01739798254292,1,0.0,0.0
2025-03-31,76000.0,put,89.16,56.42416666666667,58.01739798254292,1,97.7,109.2
2025-06-27,400000.0,call,104.23,66.19111111111111,57.46827368562412,89,0.0,597.5
2025-06-27,400000.0,put,104.23,66.19111111111111,57.46827368562412,89,0.0,0.1
2025-05-30,250000.0,call,89.59,56.965263157894746,57.27128259142227,61,0.0,64.1
2025-05-30,250000.0,put,89.59,56.965263157894746,57.27128259142227,61,0.0,0.0
2025-04-25,180000.0,call,97.22,62.59733333333334,55.3101303569907,26,5.3,196.0
2025-04-25,180000.0,put,97.22,62.59733333333334,55.3101303569907,26,0.0,0.0
2025-04-25,175000.0,call,94.1,62.59733333333334,50.3258924767828,26,0.1,566.9
2025-04-25,175000.0,put,94.1,62.59733333333334,50.3258924767828,26,0.0,0.1
2025-04-25,170000.0,call,92.7,62.59733333333334,48.08937547925363,26,0.0,110.6
2025-04-25,170000.0,put,92.7,62.59733333333334,48.08937547925363,26,0.0,0.0
2025-04-01,74000.0,call,91.62,62.15842105263157,47.39756648969953,2,0.0,0.0
2025-04-01,74000.0,put,91.62,62.15842105263157,47.39756648969953,2,23.1,27.6
2025-05-30,40000.0,call,81.58,56.965263157894746,43.21008185967438,61,0.0,8.6
2025-05-30,40000.0,put,81.58,56.965263157894746,43.21008185967438,61,1.0,145.0
2025-09-26,20000.0,call,85.95,60.43794117647059,42.211991882777184,180,0.0,30.8
2025-09-26,20000.0,put,85.95,60.43794117647059,42.211991882777184,180,0.0,132.8
2025-06-27,300000.0,call,92.9,66.19111111111111,40.351171691398655,89,19.3,3141.7
2025-06-27,300000.0,put,92.9,66.19111111111111,40.351171691398655,89,0.0,2.1
2025-05-30,200000.0,call,79.31,56.965263157894746,39.22519725779328,61,0.0,123.2
2025-05-30,200000.0,put,79.31,56.965263157894746,39.22519725779328,61,0.0,0.0
2025-04-25,50000.0,call,86.65,62.59733333333334,38.42442702564539,26,0.0,24.2
2025-04-25,50000.0,put,86.65,62.59733333333334,38.42442702564539,26,24.1,538.5
2025-04-04,70000.0,call,92.32,67.24969696969697,37.279428993709544,5,0.0,0.2
2025-04-04,70000.0,put,92.32,67.24969696969697,37.279428993709544,5,15.3,308.1
2025-04-25,160000.0,call,85.78,62.59733333333334,37.03459146289511,26,0.0,245.4
2025-04-25,160000.0,put,85.78,62.59733333333334,37.03459146289511,26,0.0,8.2
2025-04-02,74000.0,call,84.99,62.20999999999998,36.6179070888925,3,0.0,0.0
2025-04-02,74000.0,put,84.99,62.20999999999998,36.6179070888925,3,18.2,18.0
2025-09-26,400000.0,call,82.56,60.43794117647059,36.60293251706904,180,0.0,253.0
2025-09-26,400000.0,put,82.56,60.43794117647059,36.60293251706904,180,0.0,0.0
2025-03-31,78000.0,call,76.69,56.42416666666667,35.916938663988525,1,0.0,0.0
2025-03-31,78000.0,put,76.69,56.42416666666667,35.916938663988525,1,25.9,229.1
2025-06-27,280000.0,call,88.91,66.19111111111111,34.32317195998119,89,26.1,844.6
2025-06-27,280000.0,put,88.91,66.19111111111111,34.32317195998119,89,0.0,0.0
2025-04-11,120000.0,call,74.74,55.764999999999986,34.02671926835831,12,13.2,23.4
2025-04-11,120000.0,put,74.74,55.764999999999986,34.02671926835831,12,0.0,0.0
2025-04-01,76000.0,call,81.98,62.15842105263157,31.888807038043737,2,0.0,0.0
2025-04-01,76000.0,put,81.98,62.15842105263157,31.888807038043737,2,104.2,89.5
2025-06-27,30000.0,call,86.03,66.19111111111111,29.972134559860336,89,0.0,36.1
2025-06-27,30000.0,put,86.03,66.19111111111111,29.972134559860336,89,0.0,301.0
2025-06-27,260000.0,call,84.68,66.19111111111111,27.932585778553694,89,0.0,315.2
2025-06-27,260000.0,put,84.68,66.19111111111111,27.932585778553694,89,0.0,0.0
2025-04-25,150000.0,call,79.48,62.59733333333334,26.970264974013798,26,0.1,244.3
2025-04-25,150000.0,put,79.48,62.59733333333334,26.970264974013798,26,0.0,8.5
2025-04-02,76000.0,call,78.45,62.20999999999998,26.105127792959376,3,0.0,0.0
2025-04-02,76000.0,put,78.45,62.20999999999998,26.105127792959376,3,3.8,3.8
2025-12-26,20000.0,call,76.16,60.39888888888888,26.095034860832634,271,0.0,9.5
2025-12-26,20000.0,put,76.16,60.39888888888888,26.095034860832634,271,0.0,118.2
2026-03-27,20000.0,call,72.94,58.25777777777778,25.202166615807126,362,0.0,0.0
2026-03-27,20000.0,put,72.94,58.25777777777778,25.202166615807126,362,0.0,0.4
2025-03-31,85000.0,call,42.24,56.42416666666667,-25.138460175161352,1,94.0,141.8
2025-03-31,85000.0,put,42.24,56.42416666666667,-25.138460175161352,1,3.6,67.3
2025-09-26,300000.0,call,75.58,60.43794117647059,25.05389582897381,180,0.0,1050.3
2025-09-26,300000.0,put,75.58,60.43794117647059,25.05389582897381,180,0.0,0.4
2025-03-31,79000.0,call,70.51,56.42416666666667,24.964184968024927,1,0.0,0.0
2025-03-31,79000.0,put,70.51,56.42416666666667,24.964184968024927,1,31.4,41.8
2025-12-26,400000.0,call,75.12,60.39888888888888,24.373148880590183,271,0.0,240.9
2025-12-26,400000.0,put,75.12,60.39888888888888,24.373148880590183,271,0.0,0.0
2025-06-27,250000.0,call,82.26,66.19111111111111,24.276505740952132,89,0.0,934.6
2025-06-27,250000.0,put,82.26,66.19111111111111,24.276505740952132,89,0.0,1.7
2025-06-27,85000.0,call,50.58,66.19111111111111,-23.584905660377363,89,10.5,1597.9
2025-06-27,90000.0,call,50.58,66.19111111111111,-23.584905660377363,89,12.4,2097.4
2025-06-27,85000.0,put,50.58,66.19111111111111,-23.584905660377363,89,11.5,2364.0
2025-06-27,90000.0,put,50.58,66.19111111111111,-23.584905660377363,89,5.0,652.7
2025-04-11,115000.0,call,68.85,55.764999999999986,23.464538689141957,12,0.6,52.0
2025-04-11,115000.0,put,68.85,55.764999999999986,23.464538689141957,12,0.0,0.0
2025-06-27,95000.0,call,50.78,66.19111111111111,-23.282750285368966,89,27.0,1682.0
2025-06-27,95000.0,put,50.78,66.19111111111111,-23.282750285368966,89,0.1,685.1
2025-03-31,84500.0,call,43.31,56.42416666666667,-23.242109616151474,1,43.7,43.7
2025-03-31,84500.0,put,43.31,56.42416666666667,-23.242109616151474,1,0.0,0.0
2025-06-27,80000.0,call,50.93,66.19111111111111,-23.056133754112672,89,0.0,440.9
2025-06-27,80000.0,put,50.93,66.19111111111111,-23.056133754112672,89,13.7,1848.5
2025-03-31,83500.0,call,43.52,56.42416666666667,-22.869928665317758,1,9.6,8.6
2025-03-31,84000.0,call,43.52,56.42416666666667,-22.869928665317758,1,62.5,101.8
2025-03-31,83500.0,put,43.52,56.42416666666667,-22.869928665317758,1,0.4,0.3
2025-03-31,84000.0,put,43.52,56.42416666666667,-22.869928665317758,1,6.6,51.0
2025-04-11,70000.0,call,68.49,55.764999999999986,22.818972473773893,12,0.0,0.0
2025-04-11,70000.0,put,68.49,55.764999999999986,22.818972473773893,12,21.2,241.1
2025-06-27,100000.0,call,51.1,66.19111111111111,-22.799301685355537,89,39.4,1879.1
2025-06-27,100000.0,put,51.1,66.19111111111111,-22.799301685355537,89,3.9,342.0
2025-06-27,75000.0,call,51.56,66.19111111111111,-22.10434432283623,89,0.0,443.9
2025-06-27,75000.0,put,51.56,66.19111111111111,-22.10434432283623,89,4.5,1867.0
2025-06-27,105000.0,call,51.71,66.19111111111111,-21.877727791579936,89,2.6,2306.8
2025-06-27,105000.0,put,51.71,66.19111111111111,-21.877727791579936,89,1.6,173.9
2025-06-27,240000.0,call,80.62,66.19111111111111,21.798831665883306,89,1.0,534.0
2025-06-27,240000.0,put,80.62,66.19111111111111,21.798831665883306,89,0.0,35.2
2025-04-25,86000.0,call,49.21,62.59733333333334,-21.386427536849283,26,0.9,1241.2
2025-04-25,88000.0,call,49.21,62.59733333333334,-21.386427536849283,26,1.6,1076.4
2025-04-25,90000.0,call,49.21,62.59733333333334,-21.386427536849283,26,10.3,1536.2
2025-04-25,86000.0,put,49.21,62.59733333333334,-21.386427536849283,26,0.0,470.8
2025-04-25,88000.0,put,49.21,62.59733333333334,-21.386427536849283,26,0.0,275.1
2025-04-25,90000.0,put,49.21,62.59733333333334,-21.386427536849283,26,0.1,671.7
2025-04-25,92000.0,call,49.22,62.59733333333334,-21.370452415438365,26,18.4,1614.7
2025-04-25,92000.0,put,49.22,62.59733333333334,-21.370452415438365,26,0.0,561.3
2025-04-25,94000.0,call,49.23,62.59733333333334,-21.354477294027447,26,27.2,607.8
2025-04-25,94000.0,put,49.23,62.59733333333334,-21.354477294027447,26,0.0,132.0
2025-04-25,85000.0,call,49.37,62.59733333333334,-21.130825594274526,26,5.3,1249.8
2025-04-25,85000.0,put,49.37,62.59733333333334,-21.130825594274526,26,0.7,1592.3
2025-04-25,95000.0,call,49.46,62.59733333333334,-20.987049501576216,26,10.0,1434.1
2025-04-25,95000.0,put,49.46,62.59733333333334,-20.987049501576216,26,0.0,135.5
