name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),33666.5,14938.0,18728.5,1.2537488284910965,3920.5999999999995,1743.3999999999999,2177.2,1.2488241367442927
