name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Mid-term (15-45 days),48991.7,32816.6,16175.099999999999,0.49289384031252476,855.0,533.9000000000001,321.1,0.6014234875444839
