timestamp,currency,current_price,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
2025-03-16T18:06:19.730110,BTC,83923.63,292200.30000000005,192582.8,99617.5,0.5172710127799576,3790.4000000000005,2725.6000000000004,1064.8,0.3906662753155268
