name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Far-dated (>45 days),667117.0,432198.0,234919.0,0.5435448567554686,4374.0,2497.0,1877.0,0.7517020424509411
