name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),33694.5,14952.1,18742.399999999998,1.2534961644183757,3948.4999999999995,1758.3,2190.2,1.2456349883410112
