expiration_date,put_call_ratio,currency
2025-03-30,0.8303506087419332,BTC
2025-03-31,1.478405315614618,BTC
2025-04-01,0.7318770226537216,BTC
2025-04-04,1.3988946428370836,BTC
2025-04-11,0.9561310157266169,BTC
2025-04-18,0.7297741273100616,BTC
2025-04-25,0.4813497135371956,BTC
2025-05-30,0.6010438741072129,BTC
2025-06-27,0.4588090719980653,BTC
2025-09-26,0.3757103568015523,BTC
2025-12-26,0.6926995082034964,BTC
2026-03-27,0.7107011070110701,BTC
2025-03-30,0.8756830601092896,ETH
2025-03-31,1.603373231773667,ETH
2025-04-01,2.270469798657718,ETH
2025-04-04,1.9635014387399667,ETH
2025-04-11,0.794967330849398,ETH
2025-04-18,1.235044747998116,ETH
2025-04-25,0.653881060967032,ETH
2025-05-30,1.0560740070107018,ETH
2025-06-27,0.5084109596782549,ETH
2025-09-26,0.8765540441714202,ETH
2025-12-26,0.199278385387304,ETH
2026-03-27,0.6682070240295749,ETH
