name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),1163801.0,818289.0,345512.0,0.4222371313802336,16220.0,9098.0,7122.0,0.7828094086612443
