name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),229352.0,90583.0,138769.0,1.5319541194263824,58226.0,27680.0,30546.0,1.1035404624277456
