timestamp,currency,current_price,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
2025-03-16T16:36:32.981788,BTC,84258.33,292018.7,192482.4,99536.29999999999,0.5171189677601692,3656.9999999999995,2615.7999999999997,1041.1999999999998,0.39804266381221803
