name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),156342.59999999998,103255.79999999999,53086.799999999996,0.5141289883958092,2607.8999999999996,1829.7,778.1999999999999,0.425315625512379
