name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Far-dated (>45 days),115367.7,77072.6,38295.1,0.49687048315484356,1051.9,735.4,316.5,0.43037802556431876
