expiration_date,put_call_ratio
2025-03-31,1.3529223634764533
2025-04-01,1.2294831374796982
2025-04-02,1.4724517906336088
2025-04-04,1.3704208950257861
2025-04-11,0.9182954000620469
2025-04-18,0.6889462048636699
2025-04-25,0.48442178470849256
2025-05-30,0.6036005036325672
2025-06-27,0.4576109157835865
2025-09-26,0.37235590778097977
2025-12-26,0.6934272639940502
2026-03-27,0.8928571428571429
