timestamp,currency,current_price,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
2025-03-16T16:30:52.359030,ETH,1920.53,2113598.0,1419179.0,694419.0,0.4893103688822904,24342.0,14659.0,9683.0,0.6605498328671806
