timestamp,currency,current_price,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
2025-03-16T18:06:22.901116,ETH,1911.13,2114968.0,1419902.0,695066.0,0.4895168821510217,22940.0,13088.0,9852.0,0.7527506112469438
