strike,volume,distance_pct,currency
80000.0,608.2,-3.4714094380829423,BTC
78000.0,527.6999999999999,-5.884624202130868,BTC
86000.0,364.8,3.768234854060837,BTC
82000.0,353.3,-1.058194674035016,BTC
76000.0,334.7,-8.297838966178796,BTC
85000.0,326.0,2.5616274720368737,BTC
84000.0,224.0,1.3550200900129106,BTC
83000.0,217.4,0.1484127079889474,BTC
90000.0,212.5,8.59466438215669,BTC
87000.0,203.0,4.9748422360848,BTC
1800.0,29747.0,-0.8941549574946047,ETH
1700.0,11729.0,-6.400035237633793,ETH
2000.0,8207.0,10.117605602783772,ETH
1600.0,6803.0,-11.905915517772982,ETH
1750.0,6015.0,-3.647095097564199,ETH
1900.0,5113.0,4.611725322644584,ETH
1500.0,4565.0,-17.411795797912173,ETH
1400.0,3926.0,-22.91767607805136,ETH
2200.0,3343.0,21.129366163062148,ETH
1850.0,2603.0,1.8587851825749897,ETH
