name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Mid-term (15-45 days),48991.6,32816.5,16175.099999999999,0.49289534228208365,866.1,544.1000000000001,322.0,0.5918029773938612
