name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Far-dated (>45 days),96319.40000000001,63210.8,33108.6,0.5237807463281591,493.0,357.8,135.20000000000002,0.3778647288988262
