strike,volume,distance_pct,currency
80000.0,608.2,-3.564032277118403,BTC
78000.0,527.6999999999999,-5.974931470190444,BTC
86000.0,363.9,3.668665302097717,BTC
82000.0,356.7,-1.1531330840463638,BTC
76000.0,334.7,-8.385830663262483,BTC
85000.0,325.0,2.463215705561696,BTC
83000.0,217.4,0.0523165124896562,BTC
84000.0,214.0,1.2577661090256762,BTC
90000.0,212.5,8.490463688241796,BTC
87000.0,203.0,4.874114898633737,BTC
1800.0,29866.0,-1.0521455193113285,ETH
1700.0,11729.0,-6.549248546016255,ETH
2000.0,8259.0,9.942060534098523,ETH
1600.0,6793.0,-12.046351572721182,ETH
1750.0,6015.0,-3.800697032663791,ETH
1900.0,5106.0,4.444957507393598,ETH
1500.0,4815.0,-17.543454599426106,ETH
1400.0,3926.0,-23.040557626131033,ETH
2200.0,3345.0,20.936266587508378,ETH
1850.0,2583.0,1.696405994041135,ETH
