name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Mid-term (15-45 days),314372.0,187351.0,127021.0,0.6779841047018698,22604.0,11079.0,11525.0,1.0402563408249843
