strike,volume,distance_pct,currency
80000.0,1767.9,-3.0213457291449277,BTC
84000.0,1357.0,1.827586984397826,BTC
85000.0,1328.7,3.0398201627835144,BTC
90000.0,1145.6,9.100986054711957,BTC
82000.0,981.8,-0.5968793723735509,BTC
78000.0,843.4,-5.445812085916304,BTC
86000.0,823.1,4.252053341169202,BTC
83000.0,728.7,0.6153538060121375,BTC
81000.0,725.4,-1.8091125507592392,BTC
87000.0,573.0,5.464286519554891,BTC
1700.0,13000.0,-7.662893519021441,ETH
2000.0,8961.0,8.631889977621835,ETH
1900.0,8113.0,3.200295478740743,ETH
1800.0,7361.0,-2.2312990201403484,ETH
1850.0,6576.0,0.4844982293001973,ETH
2300.0,5326.0,24.926673474265108,ETH
2200.0,4634.0,19.49507897538402,ETH
1750.0,4486.0,-4.947096269580895,ETH
1875.0,4126.0,1.8423968540204705,ETH
2500.0,3172.0,35.789862472027295,ETH
