strike,volume,distance_pct,currency
87000.0,485.0,3.880758262669548,BTC
86000.0,416.1,2.6867265585009323,BTC
90000.0,328.40000000000003,7.462853375175395,BTC
94000.0,232.0,12.238980191849857,BTC
85000.0,182.0,1.4926948543323169,BTC
84000.0,175.6,0.2986631501637014,BTC
83000.0,168.9,-0.8953685540049142,BTC
80000.0,163.1,-4.4774636665107606,BTC
92000.0,150.5,9.850916783512623,BTC
88000.0,119.2,5.074789966838163,BTC
1950.0,1721.0,2.1932238031601243,ETH
1900.0,1553.0,-0.4271152687157766,ETH
1000.0,1348.0,-47.59321856248199,ETH
1925.0,1341.0,0.8830542672221737,ETH
2200.0,1239.0,15.294919162539628,ETH
2000.0,1167.0,4.813562875036024,ETH
1600.0,1053.0,-16.14914969997118,ETH
2100.0,992.0,10.054241018787826,ETH
1750.0,961.0,-8.288132484343478,ETH
1800.0,831.0,-5.667793412467578,ETH
