name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),229397.0,90692.0,138705.0,1.5294072244519914,58327.0,27520.0,30807.0,1.1194404069767443
