expiration_date,strike,option_type,implied_volatility,mean_iv,deviation_pct,days_to_expiration,volume,open_interest
2025-05-30,30000.0,call,98.91,56.96947368421052,73.61929750004622,61,0.0,15.8
2025-05-30,30000.0,put,98.91,56.96947368421052,73.61929750004622,61,0.0,23.1
2025-06-27,20000.0,call,113.32,66.19305555555555,71.1962063828448,89,0.0,68.4
2025-06-27,20000.0,put,113.32,66.19305555555555,71.1962063828448,89,0.4,271.6
2025-04-25,40000.0,call,106.27,62.62155555555556,69.70194856581155,26,0.0,24.7
2025-04-25,40000.0,put,106.27,62.62155555555556,69.70194856581155,26,1.8,175.3
2025-04-25,200000.0,call,105.56,62.62155555555556,68.56815367090493,26,0.2,287.2
2025-04-25,200000.0,put,105.56,62.62155555555556,68.56815367090493,26,0.0,0.0
2025-04-04,65000.0,call,106.28,67.1260606060606,58.32896946495965,5,0.0,0.0
2025-04-04,65000.0,put,106.28,67.1260606060606,58.32896946495965,5,15.6,472.5
2025-06-27,400000.0,call,104.24,66.19305555555555,57.478755324282936,89,0.0,597.5
2025-06-27,400000.0,put,104.24,66.19305555555555,57.478755324282936,89,0.0,0.1
2025-05-30,250000.0,call,89.62,56.96947368421052,57.31231869329838,61,0.0,64.1
2025-05-30,250000.0,put,89.62,56.96947368421052,57.31231869329838,61,0.0,0.0
2025-03-31,76000.0,call,89.04,56.82,56.70538542766632,1,0.0,0.0
2025-03-31,76000.0,put,89.04,56.82,56.70538542766632,1,97.7,109.2
2025-04-25,180000.0,call,97.26,62.62155555555556,55.313931660024764,26,5.3,196.0
2025-04-25,180000.0,put,97.26,62.62155555555556,55.313931660024764,26,0.0,0.0
2025-04-25,175000.0,call,94.13,62.62155555555556,50.31565275712657,26,0.1,566.9
2025-04-25,175000.0,put,94.13,62.62155555555556,50.31565275712657,26,0.0,0.1
2025-04-25,170000.0,call,92.73,62.62155555555556,48.080000851676914,26,0.0,110.6
2025-04-25,170000.0,put,92.73,62.62155555555556,48.080000851676914,26,0.0,0.0
2025-04-01,74000.0,call,91.35,62.16157894736842,46.955726586908476,2,0.0,0.0
2025-04-01,74000.0,put,91.35,62.16157894736842,46.955726586908476,2,23.1,27.6
2025-05-30,40000.0,call,81.52,56.96947368421052,43.094177860719505,61,0.0,8.6
2025-05-30,40000.0,put,81.52,56.96947368421052,43.094177860719505,61,1.0,145.0
2025-09-26,20000.0,call,85.97,60.439411764705895,42.241622626451345,180,0.0,30.8
2025-09-26,20000.0,put,85.97,60.439411764705895,42.241622626451345,180,0.0,132.8
2025-06-27,300000.0,call,93.02,66.19305555555555,40.52833672548733,89,19.6,3142.0
2025-06-27,300000.0,put,93.02,66.19305555555555,40.52833672548733,89,0.0,2.1
2025-05-30,200000.0,call,79.33,56.96947368421052,39.25001385783708,61,0.0,123.2
2025-05-30,200000.0,put,79.33,56.96947368421052,39.25001385783708,61,0.0,0.0
2025-04-25,50000.0,call,86.47,62.62155555555556,38.083443045880536,26,0.0,24.2
2025-04-25,50000.0,put,86.47,62.62155555555556,38.083443045880536,26,24.1,538.5
2025-03-31,78000.0,call,78.08,56.82,37.41640267511439,1,0.0,0.0
2025-03-31,78000.0,put,78.08,56.82,37.41640267511439,1,25.9,229.1
2025-04-25,160000.0,call,85.82,62.62155555555556,37.04546180406461,26,0.0,245.4
2025-04-25,160000.0,put,85.82,62.62155555555556,37.04546180406461,26,0.0,8.2
2025-09-26,400000.0,call,82.52,60.439411764705895,36.533426766718215,180,0.0,253.0
2025-09-26,400000.0,put,82.52,60.439411764705895,36.533426766718215,180,0.0,0.0
2025-04-04,70000.0,call,91.51,67.1260606060606,36.32559273370774,5,0.0,0.2
2025-04-04,70000.0,put,91.51,67.1260606060606,36.32559273370774,5,15.4,308.1
2025-04-02,74000.0,call,84.73,62.32058823529411,35.95828023974706,3,0.0,0.0
2025-04-02,74000.0,put,84.73,62.32058823529411,35.95828023974706,3,18.2,18.0
2025-06-27,280000.0,call,88.92,66.19305555555555,34.33433349419839,89,25.1,844.6
2025-06-27,280000.0,put,88.92,66.19305555555555,34.33433349419839,89,0.0,0.0
2025-04-11,120000.0,call,74.74,55.826923076923066,33.878057182225305,12,13.2,23.4
2025-04-11,120000.0,put,74.74,55.826923076923066,33.878057182225305,12,0.0,0.0
2025-04-01,76000.0,call,81.64,62.16157894736842,31.335145249646512,2,0.0,0.0
2025-04-01,76000.0,put,81.64,62.16157894736842,31.335145249646512,2,104.2,89.5
2025-06-27,30000.0,call,86.03,66.19305555555555,29.9683165823874,89,0.0,36.1
2025-06-27,30000.0,put,86.03,66.19305555555555,29.9683165823874,89,0.0,301.0
2025-06-27,260000.0,call,84.74,66.19305555555555,28.019471663274526,89,0.0,315.2
2025-06-27,260000.0,put,84.74,66.19305555555555,28.019471663274526,89,0.0,0.0
2025-04-25,150000.0,call,79.53,62.62155555555556,27.0009971717229,26,0.1,244.3
2025-04-25,150000.0,put,79.53,62.62155555555556,27.0009971717229,26,0.0,8.5
2025-03-31,79000.0,call,71.91,56.82,26.55755015839493,1,0.0,0.0
2025-03-31,79000.0,put,71.91,56.82,26.55755015839493,1,31.4,41.8
2025-12-26,20000.0,call,76.16,60.38805555555555,26.117655717420202,271,0.0,9.5
2025-12-26,20000.0,put,76.16,60.38805555555555,26.117655717420202,271,0.0,118.2
2025-04-02,76000.0,call,78.33,62.32058823529411,25.688800792864235,3,0.0,0.0
2025-04-02,76000.0,put,78.33,62.32058823529411,25.688800792864235,3,3.8,3.8
2026-03-27,20000.0,call,73.2,58.275555555555556,25.610128126906655,362,0.0,0.0
2026-03-27,20000.0,put,73.2,58.275555555555556,25.610128126906655,362,0.0,0.4
2025-09-26,300000.0,call,75.59,60.439411764705895,25.06739856151516,180,0.0,1050.3
2025-09-26,300000.0,put,75.59,60.439411764705895,25.06739856151516,180,0.0,0.4
2025-06-27,250000.0,call,82.29,66.19305555555555,24.318177049455535,89,0.0,934.6
2025-06-27,250000.0,put,82.29,66.19305555555555,24.318177049455535,89,0.0,1.7
2025-12-26,400000.0,call,74.81,60.38805555555555,23.882114288605646,271,0.0,240.9
2025-12-26,400000.0,put,74.81,60.38805555555555,23.882114288605646,271,0.0,0.0
2025-03-31,85000.0,call,43.43,56.82,-23.565645899331223,1,93.0,141.8
2025-03-31,85000.0,put,43.43,56.82,-23.565645899331223,1,3.6,67.3
2025-06-27,85000.0,call,50.6,66.19305555555555,-23.556935730921744,89,10.5,1597.9
2025-06-27,90000.0,call,50.6,66.19305555555555,-23.556935730921744,89,12.4,2097.4
2025-06-27,85000.0,put,50.6,66.19305555555555,-23.556935730921744,89,11.5,2364.0
2025-06-27,90000.0,put,50.6,66.19305555555555,-23.556935730921744,89,5.0,652.7
2025-04-11,115000.0,call,68.85,55.826923076923066,23.327592146055817,12,0.6,52.0
2025-04-11,115000.0,put,68.85,55.826923076923066,23.327592146055817,12,0.0,0.0
2025-06-27,95000.0,call,50.78,66.19305555555555,-23.285003881743204,89,26.6,1682.0
2025-06-27,95000.0,put,50.78,66.19305555555555,-23.285003881743204,89,0.1,685.1
2025-06-27,80000.0,call,50.88,66.19305555555555,-23.13393063219957,89,0.0,440.9
2025-06-27,80000.0,put,50.88,66.19305555555555,-23.13393063219957,89,13.7,1848.5
2025-03-31,83500.0,call,43.78,56.82,-22.949665610700457,1,9.6,8.6
2025-03-31,83500.0,put,43.78,56.82,-22.949665610700457,1,0.4,0.3
2025-03-31,84500.0,call,43.85,56.82,-22.826469552974302,1,43.7,43.7
2025-03-31,84500.0,put,43.85,56.82,-22.826469552974302,1,0.0,0.0
2025-06-27,100000.0,call,51.13,66.19305555555555,-22.756247508340486,89,39.4,1879.1
2025-06-27,100000.0,put,51.13,66.19305555555555,-22.756247508340486,89,3.9,342.0
2025-03-31,84000.0,call,43.93,56.82,-22.68567405843013,1,63.5,101.8
2025-03-31,84000.0,put,43.93,56.82,-22.68567405843013,1,6.6,51.0
2025-04-11,70000.0,call,68.43,55.826923076923066,22.575266965208442,12,0.0,0.0
2025-04-11,70000.0,put,68.43,55.826923076923066,22.575266965208442,12,21.2,241.1
2025-06-27,75000.0,call,51.5,66.19305555555555,-22.19727648502905,89,0.0,443.9
2025-06-27,75000.0,put,51.5,66.19305555555555,-22.19727648502905,89,4.6,1866.9
2025-06-27,105000.0,call,51.74,66.19305555555555,-21.83470068612433,89,2.6,2306.8
2025-06-27,105000.0,put,51.74,66.19305555555555,-21.83470068612433,89,1.5,173.9
2025-06-27,240000.0,call,80.62,66.19305555555555,21.795253782076863,89,1.0,534.0
2025-06-27,240000.0,put,80.62,66.19305555555555,21.795253782076863,89,0.0,35.2
