name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Mid-term (15-45 days),283935.0,169406.0,114529.0,0.676062241006812,3000.0,2103.0,897.0,0.42653352353780316
