name,total_open_interest,calls_open_interest,puts_open_interest,put_call_ratio,total_volume,calls_volume,puts_volume,volume_put_call_ratio
Near-term (0-14 days),34330.3,15429.4,18900.9,1.2249925466965663,11123.6,5313.5,5810.1,1.0934600545779618
